filename,width,height,class,xmin,ymin,xmax,ymax
0341_jpg.rf.e6da20950a4d1d54d5f885e604bba2ce.jpg,512,256,Implant,351,130,394,178
0341_jpg.rf.e6da20950a4d1d54d5f885e604bba2ce.jpg,512,256,Implant,190,132,214,193
0341_jpg.rf.e6da20950a4d1d54d5f885e604bba2ce.jpg,512,256,Implant,175,129,195,184
0341_jpg.rf.e6da20950a4d1d54d5f885e604bba2ce.jpg,512,256,Implant,136,128,179,186
0341_jpg.rf.e6da20950a4d1d54d5f885e604bba2ce.jpg,512,256,Implant,172,54,195,118
0341_jpg.rf.e6da20950a4d1d54d5f885e604bba2ce.jpg,512,256,Implant,311,53,326,125
0341_jpg.rf.e6da20950a4d1d54d5f885e604bba2ce.jpg,512,256,Implant,365,53,391,120
0116_jpg.rf.e82dee136add6b10a8cfdea7a86e2c86.jpg,512,256,Implant,331,84,355,128
0116_jpg.rf.e82dee136add6b10a8cfdea7a86e2c86.jpg,512,256,Implant,353,86,376,129
0991_jpg.rf.ea947b399b3d033fec021f7f66960dee.jpg,512,256,Implant,175,87,199,138
0991_jpg.rf.ea947b399b3d033fec021f7f66960dee.jpg,512,256,Implant,343,138,376,182
0989_jpg.rf.e995454a860149a7f3bde8b4329c18ba.jpg,512,256,Implant,322,56,345,97
0578_jpg.rf.e7fa4b7b3d1c15d9cdfe55f6104fae87.jpg,512,256,Implant,204,75,228,122
0578_jpg.rf.e7fa4b7b3d1c15d9cdfe55f6104fae87.jpg,512,256,Implant,226,71,245,119
0578_jpg.rf.e7fa4b7b3d1c15d9cdfe55f6104fae87.jpg,512,256,Implant,239,125,251,176
0578_jpg.rf.e7fa4b7b3d1c15d9cdfe55f6104fae87.jpg,512,256,Implant,301,122,315,159
0578_jpg.rf.e7fa4b7b3d1c15d9cdfe55f6104fae87.jpg,512,256,Implant,313,125,327,162
0566_jpg.rf.e6b2af1895200c6514583661a582f787.jpg,512,256,Implant,342,133,375,173
0566_jpg.rf.e6b2af1895200c6514583661a582f787.jpg,512,256,Implant,135,80,167,131
0566_jpg.rf.e6b2af1895200c6514583661a582f787.jpg,512,256,Implant,157,77,192,131
0566_jpg.rf.e6b2af1895200c6514583661a582f787.jpg,512,256,Implant,187,80,219,128
0566_jpg.rf.e6b2af1895200c6514583661a582f787.jpg,512,256,Implant,305,77,328,133
0566_jpg.rf.e6b2af1895200c6514583661a582f787.jpg,512,256,Implant,323,77,337,133
0566_jpg.rf.e6b2af1895200c6514583661a582f787.jpg,512,256,Implant,351,84,375,131
0566_jpg.rf.e6b2af1895200c6514583661a582f787.jpg,512,256,Implant,198,133,217,187
0212_jpg.rf.e2db14f7f6fc439b1b051440f6d3645b.jpg,512,256,Implant,161,105,183,145
0212_jpg.rf.e2db14f7f6fc439b1b051440f6d3645b.jpg,512,256,Implant,184,148,207,186
0212_jpg.rf.e2db14f7f6fc439b1b051440f6d3645b.jpg,512,256,Implant,284,84,299,137
0212_jpg.rf.e2db14f7f6fc439b1b051440f6d3645b.jpg,512,256,Implant,243,92,258,143
0016_jpg.rf.e5788ea3cb728d461314e96c2e4c1b8f.jpg,512,256,Implant,319,66,357,115
0016_jpg.rf.e5788ea3cb728d461314e96c2e4c1b8f.jpg,512,256,Implant,324,121,348,176
0605_jpg.rf.e7223373f2490db1fdfa4ff525f961df.jpg,512,256,Implant,329,141,360,190
0016_jpg.rf.e993817235fb90395eef6b767122aa90.jpg,512,256,Implant,319,141,357,190
0016_jpg.rf.e993817235fb90395eef6b767122aa90.jpg,512,256,Implant,324,80,348,135
0943_jpg.rf.ea8cbb9a0d4c26887983b0b59caa5773.jpg,512,256,Implant,296,98,316,143
0943_jpg.rf.ea8cbb9a0d4c26887983b0b59caa5773.jpg,512,256,Implant,184,107,205,141
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,320,132,345,179
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,305,130,322,188
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,293,133,307,187
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,280,130,295,190
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,256,127,271,176
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,242,127,255,186
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,196,132,220,189
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,172,137,195,186
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,165,72,191,128
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,207,65,224,123
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,243,64,260,120
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,259,60,284,116
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,280,60,308,116
0863_jpg.rf.ec86c4c4c1f1157f032c2f7639eb5361.jpg,512,256,Implant,306,57,330,119
0911_jpg.rf.ec4ab2c30ea9fe4085ecb06c56173c3d.jpg,512,256,Implant,306,124,326,187
0911_jpg.rf.ec4ab2c30ea9fe4085ecb06c56173c3d.jpg,512,256,Implant,350,61,383,115
0646_jpg.rf.edeb6d9b7717e7a8c2782c315de6074f.jpg,512,256,Implant,222,112,238,183
0646_jpg.rf.edeb6d9b7717e7a8c2782c315de6074f.jpg,512,256,Implant,190,119,213,183
0646_jpg.rf.edeb6d9b7717e7a8c2782c315de6074f.jpg,512,256,Implant,290,119,311,189
0646_jpg.rf.edeb6d9b7717e7a8c2782c315de6074f.jpg,512,256,Implant,254,111,276,187
0763_jpg.rf.ecb5f5076e02bfe395e6da13501c6d7d.jpg,512,256,Implant,90,148,128,206
0340_jpg.rf.ee679f8c0931d2e1ce5d613efd992aa9.jpg,512,256,Implant,208,58,228,104
0340_jpg.rf.ee679f8c0931d2e1ce5d613efd992aa9.jpg,512,256,Implant,288,56,306,105
0340_jpg.rf.ee679f8c0931d2e1ce5d613efd992aa9.jpg,512,256,Implant,160,102,186,147
0340_jpg.rf.ee679f8c0931d2e1ce5d613efd992aa9.jpg,512,256,Implant,183,106,202,147
0340_jpg.rf.ee679f8c0931d2e1ce5d613efd992aa9.jpg,512,256,Implant,201,110,220,140
0340_jpg.rf.ee679f8c0931d2e1ce5d613efd992aa9.jpg,512,256,Implant,231,109,244,154
0340_jpg.rf.ee679f8c0931d2e1ce5d613efd992aa9.jpg,512,256,Implant,291,112,306,151
0340_jpg.rf.ee679f8c0931d2e1ce5d613efd992aa9.jpg,512,256,Implant,277,114,290,146
0340_jpg.rf.ee679f8c0931d2e1ce5d613efd992aa9.jpg,512,256,Implant,260,111,277,148
0340_jpg.rf.ee679f8c0931d2e1ce5d613efd992aa9.jpg,512,256,Implant,319,109,337,151
0340_jpg.rf.ee679f8c0931d2e1ce5d613efd992aa9.jpg,512,256,Implant,306,109,319,152
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,207,85,227,141
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,133,105,159,146
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,139,152,172,200
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,302,158,315,205
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,317,157,332,204
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,333,159,356,206
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,197,155,218,202
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,217,151,236,204
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,159,99,184,147
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,176,97,199,147
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,194,96,215,146
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,274,90,291,136
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,303,95,323,144
0634_jpg.rf.ee6d10a732719dbf568324953f54df7f.jpg,512,256,Implant,323,93,341,144
0200_jpg.rf.ebbe271a26c74b0307d9e48204aff4f8.jpg,512,256,Implant,252,91,268,139
0200_jpg.rf.ebbe271a26c74b0307d9e48204aff4f8.jpg,512,256,Implant,151,147,193,193
0067_jpg.rf.ef3779ff5ff375721345540bd34b0fb3.jpg,512,256,Implant,107,141,139,206
0067_jpg.rf.ef3779ff5ff375721345540bd34b0fb3.jpg,512,256,Implant,363,142,393,203
0067_jpg.rf.ef3779ff5ff375721345540bd34b0fb3.jpg,512,256,Implant,343,138,365,198
0427_jpg.rf.efad35fbaa659d427ddb4a1a9a833cb8.jpg,512,256,Implant,119,74,164,125
0427_jpg.rf.efad35fbaa659d427ddb4a1a9a833cb8.jpg,512,256,Implant,197,145,222,196
0427_jpg.rf.efad35fbaa659d427ddb4a1a9a833cb8.jpg,512,256,Implant,122,140,151,197
0427_jpg.rf.efad35fbaa659d427ddb4a1a9a833cb8.jpg,512,256,Implant,150,139,182,198
0427_jpg.rf.efad35fbaa659d427ddb4a1a9a833cb8.jpg,512,256,Implant,181,140,199,199
0427_jpg.rf.efad35fbaa659d427ddb4a1a9a833cb8.jpg,512,256,Implant,200,146,223,196
0427_jpg.rf.efad35fbaa659d427ddb4a1a9a833cb8.jpg,512,256,Implant,323,138,355,192
0426_jpg.rf.ee294094156b2ce61eafe262d9efdf0f.jpg,512,256,Implant,316,165,334,210
0090_jpg.rf.f055be348e14e964e22aefebd01b3d2d.jpg,512,256,Implant,344,95,382,154
0090_jpg.rf.f055be348e14e964e22aefebd01b3d2d.jpg,512,256,Implant,155,87,192,145
0064_jpg.rf.ef282450440d81788f0889f6c006410e.jpg,512,256,Implant,141,37,173,97
0232_jpg.rf.efd953a42b9eb153af3a760fd6a713f0.jpg,512,256,Implant,179,101,197,145
0232_jpg.rf.efd953a42b9eb153af3a760fd6a713f0.jpg,512,256,Implant,137,114,159,150
0379_jpg.rf.eca2baa712532aec3856a358aa8392d2.jpg,512,256,Implant,347,77,378,118
0379_jpg.rf.eca2baa712532aec3856a358aa8392d2.jpg,512,256,Implant,152,129,177,188
0379_jpg.rf.eca2baa712532aec3856a358aa8392d2.jpg,512,256,Implant,316,70,353,114
0674_jpg.rf.f28ca805f38d1b6b36bc3f885c453e76.jpg,512,256,Implant,306,116,337,153
0674_jpg.rf.f28ca805f38d1b6b36bc3f885c453e76.jpg,512,256,Implant,255,124,291,178
0674_jpg.rf.f28ca805f38d1b6b36bc3f885c453e76.jpg,512,256,Implant,183,126,210,175
0674_jpg.rf.f28ca805f38d1b6b36bc3f885c453e76.jpg,512,256,Implant,152,114,177,154
0674_jpg.rf.f28ca805f38d1b6b36bc3f885c453e76.jpg,512,256,Implant,338,96,370,144
0674_jpg.rf.f28ca805f38d1b6b36bc3f885c453e76.jpg,512,256,Implant,285,122,319,173
0782_jpg.rf.f3081c9cd18a0094dacaebe615f7b90e.jpg,512,256,Implant,217,114,234,170
0782_jpg.rf.f3081c9cd18a0094dacaebe615f7b90e.jpg,512,256,Implant,234,111,246,169
0782_jpg.rf.f3081c9cd18a0094dacaebe615f7b90e.jpg,512,256,Implant,184,74,214,122
0782_jpg.rf.f3081c9cd18a0094dacaebe615f7b90e.jpg,512,256,Implant,324,128,336,160
0782_jpg.rf.f3081c9cd18a0094dacaebe615f7b90e.jpg,512,256,Implant,312,65,339,115
0782_jpg.rf.f3081c9cd18a0094dacaebe615f7b90e.jpg,512,256,Implant,295,109,307,164
0782_jpg.rf.f3081c9cd18a0094dacaebe615f7b90e.jpg,512,256,Implant,281,107,295,164
0782_jpg.rf.f3081c9cd18a0094dacaebe615f7b90e.jpg,512,256,Implant,206,68,226,119
0458_jpg.rf.f0e78d64346ad6b4fe97ad1ab13f1a6c.jpg,512,256,Implant,167,105,186,147
0458_jpg.rf.f0e78d64346ad6b4fe97ad1ab13f1a6c.jpg,512,256,Implant,130,141,167,180
0458_jpg.rf.f0e78d64346ad6b4fe97ad1ab13f1a6c.jpg,512,256,Implant,330,150,351,191
0309_jpg.rf.f554bd45d4a135678297ef1d90e1debd.jpg,512,256,Implant,290,84,304,126
0079_jpg.rf.f2cbcc772817315a1c02a04d772231ce.jpg,512,256,Implant,127,139,153,196
0079_jpg.rf.f2cbcc772817315a1c02a04d772231ce.jpg,512,256,Implant,298,136,322,193
0079_jpg.rf.f2cbcc772817315a1c02a04d772231ce.jpg,512,256,Implant,110,143,136,180
0064_jpg.rf.ec3257eaccc7d94df42fa54ea520f7c1.jpg,512,256,Implant,339,159,371,219
0637_jpg.rf.f2725eb779efefec5e5117e4122977c3.jpg,512,256,Implant,188,93,203,146
0637_jpg.rf.f2725eb779efefec5e5117e4122977c3.jpg,512,256,Implant,340,137,382,175
0637_jpg.rf.f2725eb779efefec5e5117e4122977c3.jpg,512,256,Implant,339,102,356,138
0509_jpg.rf.f39d274e6b2564eb599228e7de6e9bc4.jpg,512,256,Implant,115,74,155,114
0084_jpg.rf.f6576e51d0f2ea8d8491d2a37047c002.jpg,512,256,Implant,166,159,195,204
0084_jpg.rf.f6576e51d0f2ea8d8491d2a37047c002.jpg,512,256,Implant,192,157,212,201
0084_jpg.rf.f6576e51d0f2ea8d8491d2a37047c002.jpg,512,256,Implant,211,153,230,201
0084_jpg.rf.f6576e51d0f2ea8d8491d2a37047c002.jpg,512,256,Implant,167,109,185,158
0084_jpg.rf.f6576e51d0f2ea8d8491d2a37047c002.jpg,512,256,Implant,240,114,254,159
0084_jpg.rf.f6576e51d0f2ea8d8491d2a37047c002.jpg,512,256,Implant,256,115,268,160
0084_jpg.rf.f6576e51d0f2ea8d8491d2a37047c002.jpg,512,256,Implant,324,160,342,200
0084_jpg.rf.f6576e51d0f2ea8d8491d2a37047c002.jpg,512,256,Implant,303,160,323,202
0084_jpg.rf.f6576e51d0f2ea8d8491d2a37047c002.jpg,512,256,Implant,212,108,230,158
0522_jpg.rf.f47f5f68daa6c8f7f0fb64735cbc79eb.jpg,512,256,Implant,144,97,170,167
0522_jpg.rf.f47f5f68daa6c8f7f0fb64735cbc79eb.jpg,512,256,Implant,170,101,188,167
0522_jpg.rf.f47f5f68daa6c8f7f0fb64735cbc79eb.jpg,512,256,Implant,196,168,211,210
0522_jpg.rf.f47f5f68daa6c8f7f0fb64735cbc79eb.jpg,512,256,Implant,200,106,221,167
0522_jpg.rf.f47f5f68daa6c8f7f0fb64735cbc79eb.jpg,512,256,Implant,346,100,365,171
0522_jpg.rf.f47f5f68daa6c8f7f0fb64735cbc79eb.jpg,512,256,Implant,324,100,346,168
0522_jpg.rf.f47f5f68daa6c8f7f0fb64735cbc79eb.jpg,512,256,Implant,299,101,320,165
0522_jpg.rf.f47f5f68daa6c8f7f0fb64735cbc79eb.jpg,512,256,Implant,301,166,315,210
0522_jpg.rf.f47f5f68daa6c8f7f0fb64735cbc79eb.jpg,512,256,Implant,237,96,261,171
0522_jpg.rf.f47f5f68daa6c8f7f0fb64735cbc79eb.jpg,512,256,Implant,261,97,293,169
0033_jpg.rf.f7965451e112e0f39de9a67dbadfa766.jpg,512,256,Implant,325,139,345,200
0033_jpg.rf.f7965451e112e0f39de9a67dbadfa766.jpg,512,256,Implant,177,146,193,202
0033_jpg.rf.f7965451e112e0f39de9a67dbadfa766.jpg,512,256,Implant,119,137,159,196
0336_jpg.rf.f3614a0b62b052d727755ac2c2201fcf.jpg,512,256,Implant,214,101,232,145
0336_jpg.rf.f3614a0b62b052d727755ac2c2201fcf.jpg,512,256,Implant,307,113,328,151
0328_jpg.rf.f69c579b68e9e0c0e6990d813920820f.jpg,512,256,Implant,270,133,283,167
0837_jpg.rf.f7b04f18ed8db13ef5111fb446a4cf8b.jpg,512,256,Implant,265,33,282,95
0837_jpg.rf.f7b04f18ed8db13ef5111fb446a4cf8b.jpg,512,256,Implant,227,34,240,89
0837_jpg.rf.f7b04f18ed8db13ef5111fb446a4cf8b.jpg,512,256,Implant,185,120,205,170
0837_jpg.rf.f7b04f18ed8db13ef5111fb446a4cf8b.jpg,512,256,Implant,204,121,226,167
0837_jpg.rf.f7b04f18ed8db13ef5111fb446a4cf8b.jpg,512,256,Implant,228,120,257,156
0837_jpg.rf.f7b04f18ed8db13ef5111fb446a4cf8b.jpg,512,256,Implant,258,116,286,160
0837_jpg.rf.f7b04f18ed8db13ef5111fb446a4cf8b.jpg,512,256,Implant,284,118,310,160
0837_jpg.rf.f7b04f18ed8db13ef5111fb446a4cf8b.jpg,512,256,Implant,311,114,337,157
0310_jpg.rf.f3babf8664aae0f70d1150714f715cb9.jpg,512,256,Implant,299,43,316,82
0310_jpg.rf.f3babf8664aae0f70d1150714f715cb9.jpg,512,256,Implant,287,50,299,87
0310_jpg.rf.f3babf8664aae0f70d1150714f715cb9.jpg,512,256,Implant,220,50,232,92
0116_jpg.rf.f7ba1301c36bbc5a9f6acf750277dc31.jpg,512,256,Implant,157,128,181,172
0116_jpg.rf.f7ba1301c36bbc5a9f6acf750277dc31.jpg,512,256,Implant,136,127,159,170
0666_jpg.rf.f7dd2645e38d04814195f47d40f15cef.jpg,512,256,Implant,328,160,348,206
0647_jpg.rf.f781b5772cc34b7c5de903f36aa38467.jpg,512,256,Implant,241,117,257,171
0847_jpg.rf.f555c5b329817a0bf9ef053937627c08.jpg,512,256,Implant,286,115,304,160
0754_jpg.rf.f801aa458fbe5ff6eb56824b2701d372.jpg,512,256,Implant,317,57,344,110
0754_jpg.rf.f801aa458fbe5ff6eb56824b2701d372.jpg,512,256,Implant,138,122,164,175
0033_jpg.rf.f92547f3c0afeaae38ec23ae7152de73.jpg,512,256,Implant,167,139,187,200
0033_jpg.rf.f92547f3c0afeaae38ec23ae7152de73.jpg,512,256,Implant,319,146,335,202
0033_jpg.rf.f92547f3c0afeaae38ec23ae7152de73.jpg,512,256,Implant,353,137,393,196
0819_jpg.rf.fa176dcb686f124f385b8896e26ae96f.jpg,512,256,Implant,273,102,285,152
0933_jpg.rf.f8ea4bec94a15ccdf3cd90baa7d1f0db.jpg,512,256,Implant,138,84,169,146
0933_jpg.rf.f8ea4bec94a15ccdf3cd90baa7d1f0db.jpg,512,256,Implant,361,82,393,142
0933_jpg.rf.f8ea4bec94a15ccdf3cd90baa7d1f0db.jpg,512,256,Implant,335,76,359,141
0933_jpg.rf.f8ea4bec94a15ccdf3cd90baa7d1f0db.jpg,512,256,Implant,134,145,163,209
0933_jpg.rf.f8ea4bec94a15ccdf3cd90baa7d1f0db.jpg,512,256,Implant,160,150,180,215
0933_jpg.rf.f8ea4bec94a15ccdf3cd90baa7d1f0db.jpg,512,256,Implant,180,152,200,218
0758_jpg.rf.fcda9f24d59ae15e6f0b9386b7e3b6e1.jpg,512,256,Implant,368,72,399,128
0758_jpg.rf.fcda9f24d59ae15e6f0b9386b7e3b6e1.jpg,512,256,Implant,340,62,372,129
0736_jpg.rf.fd021640cf46c7eade5658c75e2ad3bf.jpg,512,256,Implant,320,60,356,104
0736_jpg.rf.fd021640cf46c7eade5658c75e2ad3bf.jpg,512,256,Implant,192,123,206,175
0736_jpg.rf.fd021640cf46c7eade5658c75e2ad3bf.jpg,512,256,Implant,307,116,327,163
0736_jpg.rf.fd021640cf46c7eade5658c75e2ad3bf.jpg,512,256,Implant,297,116,311,158
0736_jpg.rf.fd021640cf46c7eade5658c75e2ad3bf.jpg,512,256,Implant,344,115,377,162
0736_jpg.rf.fd021640cf46c7eade5658c75e2ad3bf.jpg,512,256,Implant,202,64,220,108
0320_jpg.rf.fb6370e77e21004881b6d8ceaf228412.jpg,512,256,Implant,215,192,234,230
0320_jpg.rf.fb6370e77e21004881b6d8ceaf228412.jpg,512,256,Implant,264,193,282,232
0810_jpg.rf.fd37d0328e848e8187ba6e1c6c023071.jpg,512,256,Implant,332,47,366,85
0810_jpg.rf.fd37d0328e848e8187ba6e1c6c023071.jpg,512,256,Implant,204,89,217,135
0810_jpg.rf.fd37d0328e848e8187ba6e1c6c023071.jpg,512,256,Implant,241,97,257,131
0819_jpg.rf.f90ae6dc751327e1a940781a15afa47c.jpg,512,256,Implant,227,102,239,152
0205_jpg.rf.fc2360b63c64b754fbdc6d0a4811f716.jpg,512,256,Implant,141,133,173,173
0205_jpg.rf.fc2360b63c64b754fbdc6d0a4811f716.jpg,512,256,Implant,199,85,221,132
0758_jpg.rf.fae5adf223deb9ad1bfdf1eb43c20efc.jpg,512,256,Implant,368,128,399,184
0758_jpg.rf.fae5adf223deb9ad1bfdf1eb43c20efc.jpg,512,256,Implant,340,127,372,194
0394_jpg.rf.fd0572fc4c748e2a11776c44354e848c.jpg,512,256,Implant,235,106,248,152
0310_jpg.rf.fd04b7d595664cff5b5703f11e41c1da.jpg,512,256,Implant,196,174,213,213
0310_jpg.rf.fd04b7d595664cff5b5703f11e41c1da.jpg,512,256,Implant,213,169,225,206
0310_jpg.rf.fd04b7d595664cff5b5703f11e41c1da.jpg,512,256,Implant,280,164,292,206
0430_jpg.rf.fe8fba4578263fb25988f9fab0ffa761.jpg,512,256,Implant,123,65,160,104
0430_jpg.rf.fe8fba4578263fb25988f9fab0ffa761.jpg,512,256,Implant,318,67,346,104
0430_jpg.rf.fe8fba4578263fb25988f9fab0ffa761.jpg,512,256,Implant,321,110,347,151
0430_jpg.rf.fe8fba4578263fb25988f9fab0ffa761.jpg,512,256,Implant,347,110,371,153
0974_jpg.rf.ff31d35aecfa18f7a3bb61736cb40dcf.jpg,512,256,Implant,134,130,173,191
0974_jpg.rf.ff31d35aecfa18f7a3bb61736cb40dcf.jpg,512,256,Implant,141,53,172,119
0927_jpg.rf.fff5812af559a7be42b36edef2db6aa4.jpg,512,256,Implant,136,86,180,126
0927_jpg.rf.fff5812af559a7be42b36edef2db6aa4.jpg,512,256,Implant,148,125,175,173
0175_jpg.rf.ffccecc27b1b9163370de1c7b556910b.jpg,512,256,Implant,310,142,339,186
0120_jpg.rf.ff60464b44b406588898d3f183425ad0.jpg,512,256,Implant,238,124,257,165
0120_jpg.rf.ff60464b44b406588898d3f183425ad0.jpg,512,256,Implant,269,128,285,168
0449_jpg.rf.fdb578827c1047c29408a81859e432b4.jpg,512,256,Implant,382,149,421,210
0634_jpg.rf.fc8d77eb494dba44213dbb0726911fc5.jpg,512,256,Implant,285,115,305,171
0634_jpg.rf.fc8d77eb494dba44213dbb0726911fc5.jpg,512,256,Implant,353,110,379,151
0634_jpg.rf.fc8d77eb494dba44213dbb0726911fc5.jpg,512,256,Implant,340,56,373,104
